poem_id,book_name,count,title,verses,verse_number,label,poet
118,دوبیتی‌ها,118,دوبیتی شمارهٔ ۱۱۸,"مو از قالوا بلی تشویش دیرم / گنه از برگ و باران بیش دیرم
اگر لاتقنطوا دستم نگیرد / مو از یاویلنا اندیش دیرم
",2,dobeyti,babataher
119,دوبیتی‌ها,119,دوبیتی شمارهٔ ۱۱۹,"مو از جور بتان دل ریش دیرم / زلاله داغ بر دل بیش دیرم
چو فردا نامه خوانان نامه خوانند / من شرمنده سر در پیش دیرم
",2,dobeyti,babataher
120,دوبیتی‌ها,120,دوبیتی شمارهٔ ۱۲۰,"ز عشقت آتشی در بوته دیرم / در آن آتش دل و جان سوته دیرم
سگت ار پا نهد بر چشمم ای دوست / بمژگان خاک راهش رو ته دیرم
",2,dobeyti,babataher
121,دوبیتی‌ها,121,دوبیتی شمارهٔ ۱۲۱,"بسر شوق سر کوی ته دیرم / بدل مهر مه روی ته دیرم
بت من کعبهٔ من قبلهٔ من / ته ای هر سو نظر سوی ته دیرم
",2,dobeyti,babataher
122,دوبیتی‌ها,122,دوبیتی شمارهٔ ۱۲۲,"هزاران غم بدل اندوته دیرم / هزار آتش بجان افروته دیرم
بیک آه سحر کز دل برآرم / هزاران مدعی را سوته دیرم
",2,dobeyti,babataher
123,دوبیتی‌ها,123,دوبیتی شمارهٔ ۱۲۳,"زعشقت آتشی در بوته دیرم / در آن آتش دل و جان سوته دیرم
سگت ار پا نهد بر چشمم ایدوست / بمژگان خاک پایش روته دیرم
",2,dobeyti,babataher
124,دوبیتی‌ها,124,دوبیتی شمارهٔ ۱۲۴,"دلی نازک بسان شیشه دیرم / اگر آهی کشم اندیشه دیرم
سرشکم گر بود خونین عجب نیست / مو آن نخلم که در خون ریشه دیرم
",2,dobeyti,babataher
125,دوبیتی‌ها,125,دوبیتی شمارهٔ ۱۲۵,"زهجرانت هزار اندیشه دیرم / همیشه زهر غم در شیشه دیرم
ز نا سازی بخت و گردش چرخ / فغان و آه و زاری پیشه دیرم
",2,dobeyti,babataher
126,دوبیتی‌ها,126,دوبیتی شمارهٔ ۱۲۶,"مو آن رندم که عصیان پیشه دیرم / بدستی جام و دستی شیشه دیرم
اگر تو بیگناهی رو ملک شو / من از حوا و آدم ریشه دیرم
",2,dobeyti,babataher
127,دوبیتی‌ها,127,دوبیتی شمارهٔ ۱۲۷,"بسر غیر ته سودائی ندیرم / بدل جز ته تمنائی ندیرم
خدا دونه که در بازار عشقت / بجز جان هیچ کالائی ندیرم
",2,dobeyti,babataher
128,دوبیتی‌ها,128,دوبیتی شمارهٔ ۱۲۸,"بغیر ته دگر یاری ندیرم / به اغیاری سر و کاری ندیرم
بدکان ته آن کاسد متاعم / که اصلا روی بازاری ندیرم
",2,dobeyti,babataher
129,دوبیتی‌ها,129,دوبیتی شمارهٔ ۱۲۹,"همه عالم پر از کرد چه سازم / چو مو دلها پر از درد چه سازم
بکشتم سنبلی دامان الوند / همواز طالعم زرد چه سازم
",2,dobeyti,babataher
130,دوبیتی‌ها,130,دوبیتی شمارهٔ ۱۳۰,"بدل درد غمت باقی هنوزم / کسی واقف نبو از درد و سوزم
نبو یک بلبل سوته به گلشن / به سوز مو نبو کافر به روزم
",2,dobeyti,babataher
131,دوبیتی‌ها,131,دوبیتی شمارهٔ ۱۳۱,"فلک بر هم زدی آخر اساسم / زدی بر خمرهٔ نیلی لباسم
اگر داری برات از قصد جانم / بکن آخر ازین دنیا اساسم
",2,dobeyti,babataher
132,دوبیتی‌ها,132,دوبیتی شمارهٔ ۱۳۲,"بشم واشم ازین عالم بدر شم / بشم از چین و ما چین دورتر شم
بشم از حاجیان حج بپرسم / که این دوری بسه یا دورتر شم
",2,dobeyti,babataher
133,دوبیتی‌ها,133,دوبیتی شمارهٔ ۱۳۳,"قدح بر گیرم و سیر گلان شم / بطرف سبزه و آب روان شم
دو سه جامی زنم با شادکامی / وایم مست و بسیرلالیان شم
",2,dobeyti,babataher
134,دوبیتی‌ها,134,دوبیتی شمارهٔ ۱۳۴,"خدایا واکیان شم واکیان شم / بدین بیخانمانی واکیان شم
همه از در برانند سوته آیم / ته که از در برانی واکیان شم
",2,dobeyti,babataher
135,دوبیتی‌ها,135,دوبیتی شمارهٔ ۱۳۵,"ز وصلت تا بکی فرد آیم و شم / جگر پر سوز و پر درد آیم و شم
بموگوئی که در کویم نیایی / مو تا کی با رخ زرد آیم و شم
",2,dobeyti,babataher
136,دوبیتی‌ها,136,دوبیتی شمارهٔ ۱۳۶,"سر کویت بتا چند آیم و شم / ز وصلت بی نوا چند آیم و شم
بکویت تا ببیند دیده رویت / نترسی از خدا چند آیم و شم
",2,dobeyti,babataher
137,دوبیتی‌ها,137,دوبیتی شمارهٔ ۱۳۷,"مو که مست از می انگور باشم / چرا از نازنینم دور باشم
مو که از آتشت گرمی نوینم / چرا از دود محنت کور باشم
",2,dobeyti,babataher
138,دوبیتی‌ها,138,دوبیتی شمارهٔ ۱۳۸,"به این بی آشنایی برکیاشم / به این بی خانمانی برکیاشم
همه گر مو برونند واته آیم / ته از در گر برونی برکیاشم
",2,dobeyti,babataher
139,دوبیتی‌ها,139,دوبیتی شمارهٔ ۱۳۹,"بیا یک شو منور کن اطاقم / مهل در محنت و درد فراقم
به طاق جفت ابروی تو سوگند / که همجفت غمم تا از تو طاقم
",2,dobeyti,babataher
140,دوبیتی‌ها,140,دوبیتی شمارهٔ ۱۴۰,"شبی نالم شبی شبگیر نالم / ز جور یار و چرخ پیر نالم
گهی همچون پلنگ تیر خورده / گهی چون شیر در زنجیر نالم
",2,dobeyti,babataher
141,دوبیتی‌ها,141,دوبیتی شمارهٔ ۱۴۱,"مو که آشفته حالم چون ننالم / شکسته پر و بالم چون ننالم
همه گویند فلانی چند نالی / تو آیی در خیالم چون ننالم
",2,dobeyti,babataher
142,دوبیتی‌ها,142,دوبیتی شمارهٔ ۱۴۲,"مو کز سوته دلانم چون ننالم / مو کز بی حاصلانم چون ننالم
بگل بلبل نشیند زار نالد / مو که دور از گلانم چون ننالم
",2,dobeyti,babataher
143,دوبیتی‌ها,143,دوبیتی شمارهٔ ۱۴۳,"دلم زار و حزینه چون ننالم / وجودم آتشینه چون ننالم
بمو واجن که طاهر چند نالی / چو مرگم در کمینه چون ننالم
",2,dobeyti,babataher
144,دوبیتی‌ها,144,دوبیتی شمارهٔ ۱۴۴,"وای ازین دل که نی هرگز بکامم / وای ازین دل که آزارد مدامم
وای ازین دل که چون مرغان وحشی / نچیده دانه اندازد بدامم
",2,dobeyti,babataher
145,دوبیتی‌ها,145,دوبیتی شمارهٔ ۱۴۵,"بیته بالین سیه مار به چشمم / روج روشن شو تار به چشمم
بیته ای نو گل باغ امیدم / گلستان سربسر خار به چشمم
",2,dobeyti,babataher
146,دوبیتی‌ها,146,دوبیتی شمارهٔ ۱۴۶,"بیته گلشن چو زندان بچشمم / گلستان آذرستان بچشمم
بیته آرام و عمر و زندگانی / همه خواب پریشان بچشمم
",2,dobeyti,babataher
147,دوبیتی‌ها,147,دوبیتی شمارهٔ ۱۴۷,"دلا از دست تنهایی بجانم / ز آه و نالهٔ خود در فغانم
شبان تار از درد جدایی / کند فریاد مغز استخوانم
",2,dobeyti,babataher
148,دوبیتی‌ها,148,دوبیتی شمارهٔ ۱۴۸,"قلم بتراشم از هر استخوانم / مرکب گیرم از خون رگانم
بگیرم کاغذی از پردهٔ دل / نویسم بهر یار مهربانم
",2,dobeyti,babataher
149,دوبیتی‌ها,149,دوبیتی شمارهٔ ۱۴۹,"مو آن دلدادهٔ بی خانمانم / مو آن محنت نصیب سخت جانم
مو آن سرگشته خارم در بیابان / که چون بادی وزد هر سو دوانم
",2,dobeyti,babataher
150,دوبیتی‌ها,150,دوبیتی شمارهٔ ۱۵۰,"به خنجر گر برآرند دیدگانم / در آتش گر بسوزند استخوانم
اگر بر ناخنانم نی بکوبند / نگیرم دل ز یار مهربانم
",2,dobeyti,babataher
151,دوبیتی‌ها,151,دوبیتی شمارهٔ ۱۵۱,"مو آن آزردهٔ بی خانمانم / مو آن محنت نصیب سخت جانم
مو آن سرگشته خارم در بیابون / که هر بادی وزد پیشش دوانم
",2,dobeyti,babataher
152,دوبیتی‌ها,152,دوبیتی شمارهٔ ۱۵۲,"فلک کی بشنود آه و فغانم / بهر گردش زند آتش بجانم
یک عمری بگذرانم با غم و درد / بکام دل نگردد آسمانم
",2,dobeyti,babataher
153,دوبیتی‌ها,153,دوبیتی شمارهٔ ۱۵۳,"کنون داری نظر گو واکیانم / ز جورت در گدازه استخوانم
بکه اندیشه‌ای بیداد پیشه / که آهم تیر بو ناله کمانم
",2,dobeyti,babataher
154,دوبیتی‌ها,154,دوبیتی شمارهٔ ۱۵۴,"تو خود گفتی که مو ملاح مانم / به آب دیدکان کشتی برانم
همی ترسم که کشتی غرق وابو / درین دریای بی پایان بمانم
",2,dobeyti,babataher
155,دوبیتی‌ها,155,دوبیتی شمارهٔ ۱۵۵,"مو آن رندم که پا از سر ندونم / سراپایی به جز دلبر ندونم
دلارامی کز او دل گیرد آرام / بغیر از ساقی کوثر ندونم
",2,dobeyti,babataher
156,دوبیتی‌ها,156,دوبیتی شمارهٔ ۱۵۶,"دلم دور است و احوالش ندونم / کسی خواهد که پیغامش رسونم
خداوندا ز مرگم مهلتی ده / که دیداری بدیدارش رسونم
",2,dobeyti,babataher
157,دوبیتی‌ها,157,دوبیتی شمارهٔ ۱۵۷,"سر کوه بلند چندان نشینم / که لاله سر بر آره مو بچینم
الاله بیوفا بی بیوفا بی / نگار بیوفا چون مو گزینم
",2,dobeyti,babataher
158,دوبیتی‌ها,158,دوبیتی شمارهٔ ۱۵۸,"خوشا روزی که دیدار ته وینم / گل و سنبل ز رخسار ته چینم
بیا بنشین که تا وینم شو و روز / جمالت ای نگار نازنینم
",2,dobeyti,babataher
159,دوبیتی‌ها,159,دوبیتی شمارهٔ ۱۵۹,"شبی خواهم که پیغمبر ببینم / دمی با ساقی کوثر نشینم
بگیرم در بغل قبر رضا را / در آن گلشن گل شادی بچینم
",2,dobeyti,babataher
160,دوبیتی‌ها,160,دوبیتی شمارهٔ ۱۶۰,"بوره روزی که دیدار ته وینم / گل و سنبل به دیدار تو چینم
بوره بنشین برم سالان و ماهان / که تا سیرت بوینم نازنینم
",2,dobeyti,babataher
161,دوبیتی‌ها,161,دوبیتی شمارهٔ ۱۶۱,"گلستان جای تو ای نازنیننم / مو در گلخن به خاکستر نشینم
چه در گلشن چه در گلخن چه صحرا / چو دیده واکرم جز ته نوینم
",2,dobeyti,babataher
162,دوبیتی‌ها,162,دوبیتی شمارهٔ ۱۶۲,"به صحرا بنگرم صحرا ته وینم / به دریا بنگرم دریا ته وینم
بهر جا بنگرم کوه و در و دشت / نشان روی زیبای ته وینم
",2,dobeyti,babataher
163,دوبیتی‌ها,163,دوبیتی شمارهٔ ۱۶۳,"خوش آنساعت که دیدار ته وینم / کمند عنبرین تار ته وینم
نوینه خرمی هرگز دل مو / مگر آن دم که رخسار ته وینم
",2,dobeyti,babataher
164,دوبیتی‌ها,164,دوبیتی شمارهٔ ۱۶۴,"الهی دشمنت را خسته وینم / به سینه اش خنجری تا دسته وینم
سر شو آیم احوالش بپرسم / سحر آیم مزارش بسته وینم
",2,dobeyti,babataher
165,دوبیتی‌ها,165,دوبیتی شمارهٔ ۱۶۵,"اگر جسمم بسوزی سوته خواهم / اگر چشمم بدوزی دوته خواهم
اگر باغم بری تا گل بچینم / گلی همرنگ و همبوی ته خواهم
",2,dobeyti,babataher
166,دوبیتی‌ها,166,دوبیتی شمارهٔ ۱۶۶,"بیا سوته دلان گردهم آئیم / سخنها واکریم غم وانمائیم
ترازو آوریم غمها بسنجیم / هر آن سوته تریم وزنین تر آئیم
",2,dobeyti,babataher
167,دوبیتی‌ها,167,دوبیتی شمارهٔ ۱۶۷,"نمیدانم که سرگردان چرایم / گهی نالان گهی گریان چرایم
همه دردی بدوران یافت درمان / ندانم مو که بیدرمان چرایم
",2,dobeyti,babataher
168,دوبیتی‌ها,168,دوبیتی شمارهٔ ۱۶۸,"ز حال خویشتن مو بیخبر بیم / ندونم در سفر یا در حضر بیم
فغان از دست تو ای بیمروت / همین ذونم که عمری دربدر بیم
",2,dobeyti,babataher
169,دوبیتی‌ها,169,دوبیتی شمارهٔ ۱۶۹,"بوره یکدم بنالیم و بسوجیم / از آنرویی که هر دو تیره روجیم
ته بلبل حاش لله مثل مو نی / نبو جز درد و غم یک عمر روجیم
",2,dobeyti,babataher
170,دوبیتی‌ها,170,دوبیتی شمارهٔ ۱۷۰,"عزیزا ما گرفتار دو دردیم / یکی عشق و دگر در دهر فردیم
نصیب کس مباد این غم که ما راست / جمالت یک نظر نادیده مردیم
",2,dobeyti,babataher
171,دوبیتی‌ها,171,دوبیتی شمارهٔ ۱۷۱,"بیا تا دست ازین عالم بداریم / بیا تا پای دل از گل برآریم
بیا تا بردباری پیشه سازیم / بیا تا تخم نیکوئی بکاریم
",2,dobeyti,babataher
172,دوبیتی‌ها,172,دوبیتی شمارهٔ ۱۷۲,"بوره کز دیده جیحونی بسازیم / بوره لیلی و مجنونی بسازیم
فریدون عزیزم رفتی از دست / بوره کز نو فریدونی بسازیم
",2,dobeyti,babataher
173,دوبیتی‌ها,173,دوبیتی شمارهٔ ۱۷۳,"بوره سوته دلان با ما بنالیم / زدست یار بی پروا بنالیم
بشیم با بلبل شیدا به گلشن / اگر بلبل نناله ما بنالیم
",2,dobeyti,babataher
174,دوبیتی‌ها,174,دوبیتی شمارهٔ ۱۷۴,"ته سر ورزان مو سودای ته ورزان / گریبان بلرزان وا ته لرزان
کفن در کردنم صحرای محشر / هران وینان احوال ته پرسان
",2,dobeyti,babataher
175,دوبیتی‌ها,175,دوبیتی شمارهٔ ۱۷۵,"برندم همچو یوسف گر بزندان / ویا نالم زغم چون مستمندان
اگر صد باغبان خصمی نماید / مدام آیم بگلزار تو خندان
",2,dobeyti,babataher
176,دوبیتی‌ها,176,دوبیتی شمارهٔ ۱۷۶,"دلم از دست ته نالانه نالان / اندرون دلم خون کشته پالان
هزاران قول با ما بیش کردی / همه قولان ته بالان بالان
",2,dobeyti,babataher
177,دوبیتی‌ها,177,دوبیتی شمارهٔ ۱۷۷,"گلی کشتم باین الوند دامان / آوش از دیده دادم صبح و شامان
چو روج آیو که بویش وا من آیو / برد بادش سر و سامان بسامان
",2,dobeyti,babataher
178,دوبیتی‌ها,178,دوبیتی شمارهٔ ۱۷۸,"خوشا آنان نه سر دارند نه سامان / نشینن هر دو پا پیچن به دامان
شو و روزان صبوری پیش گیرن / بیاد روی دلداران مدامان
",2,dobeyti,babataher
179,دوبیتی‌ها,179,دوبیتی شمارهٔ ۱۷۹,"بوره ای دل بوره باری بشیمان / مکه کاری کز آن گردی پشیمان
یه دو روزی بناکامی سرآریم / باشه روزی که گل چینیم بدامان
",2,dobeyti,babataher
180,دوبیتی‌ها,180,دوبیتی شمارهٔ ۱۸۰,"بوره منت بریم ما از کریمان / بکشیم دست از خوان لئیمان
کریمان دست در خوان کریمی / که بر خوانش نظر دارند کریمان
",2,dobeyti,babataher
181,دوبیتی‌ها,181,دوبیتی شمارهٔ ۱۸۱,"زدست مو کشیدی باز دامان / ز کردارت نبی یک جو پشیمان
روم آخر بدامانی زنم دست / که تا از وی رسد کارم بسامان
",2,dobeyti,babataher
182,دوبیتی‌ها,182,دوبیتی شمارهٔ ۱۸۲,"اگر مستان هستیم از ته ایمان / وگر بی پا و دستیم از ته ایمان
اگر گبریم و ترسا ور مسلمان / بهر ملت که هستیم از ته ایمان
",2,dobeyti,babataher
183,دوبیتی‌ها,183,دوبیتی شمارهٔ ۱۸۳,"ز یاد خود بیا پروا کریمان / ازو کو التجا وا که بریمان
کیه این تاب داره تا مو دارم / نداره تاب این سام نریمان
",2,dobeyti,babataher
184,دوبیتی‌ها,184,دوبیتی شمارهٔ ۱۸۴,"پشیمانم پشیمانم پشیمان / کاروانی بوینم تا بشیمان
کهن دنیا بهیچ کسی نمانده / به هرزه کوله باری میکشیمان
",2,dobeyti,babataher
185,دوبیتی‌ها,185,دوبیتی شمارهٔ ۱۸۵,"مو آن اسپید بازم سینه سوهان / چراگاه مو بی سر بشن کوهان
همه تیغی به سوهان میکرن تیز / مو آن تیغم که یزدان کرده سوهان
",2,dobeyti,babataher
186,دوبیتی‌ها,186,دوبیتی شمارهٔ ۱۸۶,"دلم تنگه ندانم صبر کردن / زدلتنگی بوم راضی بمردن
ز شرم روی ته مو در حجابم / ندانم عرض حالم واته کردن
",2,dobeyti,babataher
187,دوبیتی‌ها,187,دوبیتی شمارهٔ ۱۸۷,"الهی سوز عشقت بیشتر کن / دل ریشم ز دردت ریشتر کن
ازین غم گر دمی فارغ نشینم / بجانم صد هزاران نیشتر کن
",2,dobeyti,babataher
188,دوبیتی‌ها,188,دوبیتی شمارهٔ ۱۸۸,"آنکه بی خان و بی مانه منم من / آنکه بر گشته سامانه منم من
آنکه شادمان به انده میکره روز / آنکه روزش چو شامانه منم و من
",2,dobeyti,babataher
189,دوبیتی‌ها,189,دوبیتی شمارهٔ ۱۸۹,"اگر دستم رسد بر چرخ گردون / از او پرسم که این چین است و آن چون
یکی را میدهی صد ناز و نعمت / یکی را نان جو آلوده در خون
",2,dobeyti,babataher
190,دوبیتی‌ها,190,دوبیتی شمارهٔ ۱۹۰,"دلا چونی دلا چونی دلا چون / همه خونی همه خونی همه خون
ز بهر لیلی سیمین عذاری / چو مجنونی چو مجنونی چو مجنون
",2,dobeyti,babataher
191,دوبیتی‌ها,191,دوبیتی شمارهٔ ۱۹۱,"بعالم کس مبادا چون من آئین / مو آئین کس مبو در دین و آئین
هر آنکو حال موش باور نمیبو / مو آئین بی مو آئین بی مو آئین
",2,dobeyti,babataher
192,دوبیتی‌ها,192,دوبیتی شمارهٔ ۱۹۲,"بیا جانا دل پردرد مو بین / سرشک سرخ و روی زرد مو بین
غم مهجوری و درد صبوری / همه برجان غم پرورد مو بین
",2,dobeyti,babataher
193,دوبیتی‌ها,193,دوبیتی شمارهٔ ۱۹۳,"بیته یک شو دلم بی غم نمی‌بو / که آن دلبر دمی همدم نمی‌بو
هزاران رحمت حق باد بر غم / زمانی از دل ما کم نمی بو
",2,dobeyti,babataher
194,دوبیتی‌ها,194,دوبیتی شمارهٔ ۱۹۴,"وای از روزی که قاضیمان خدا بو / سر پل صراطم ماجرا بو
بنوبت بگذرند پیر و جوانان / وای از آندم که نوبت زان ما بو
",2,dobeyti,babataher
195,دوبیتی‌ها,195,دوبیتی شمارهٔ ۱۹۵,"دلی دیرم که بهبودش نمی‌بو / سخنها میکرم سودش نمی‌بو
ببادش میدهم نش میبرد باد / در آتش می‌نهم دودش نمی‌بو
",2,dobeyti,babataher
196,دوبیتی‌ها,196,دوبیتی شمارهٔ ۱۹۶,"سری دارم که سامانش نمیبو / غمی دارم که پایانش نمیبو
اگر باور نداری سوی من آی / بوین دردی که درمانش نمیبو
",2,dobeyti,babataher
197,دوبیتی‌ها,197,دوبیتی شمارهٔ ۱۹۷,"دلی دیرم دمی بیغم نمی‌بو / غمی دیرم که هرگز کم نمی‌بو
خطی دیرم مو از خوبان عالم / که یار بیوفا همدم نمی‌بو
",2,dobeyti,babataher
198,دوبیتی‌ها,198,دوبیتی شمارهٔ ۱۹۸,"بوره جانا که جانانم تویی تو / بوره یارا که سلطانم تویی تو
ته دونی خود که مو جز تو ندونم / بوره بوره که ایمانم تویی تو
",2,dobeyti,babataher
199,دوبیتی‌ها,199,دوبیتی شمارهٔ ۱۹۹,"به والله که جانانم تویی تو / بسلطان عرب جانم تویی تو
نمیدونم که چونم یا که چندم / همی دونم که درمانم تویی تو
",2,dobeyti,babataher
200,دوبیتی‌ها,200,دوبیتی شمارهٔ ۲۰۰,"شبی دیرم زهجرت تار تارو / گرفته ظلمتش لیل و نهارو
خداوندا دلم را روشنی ده / که تا وینم جمال هشت و چارو
",2,dobeyti,babataher
201,دوبیتی‌ها,201,دوبیتی شمارهٔ ۲۰۱,"نصیب کس مبو درد دل مو / که بسیاره غم بی‌حاصل مو
کسی بو از غم و دردم خبردار / که دارد مشکلی چون مشکل مو
",2,dobeyti,babataher
202,دوبیتی‌ها,202,دوبیتی شمارهٔ ۲۰۲,"نیا مطلق بکارم این دل مو / بجز خونابه اش نه حاصل مو
داره در موسم گل جوش سودا / چه پروایی کره اینجا دل مو
",2,dobeyti,babataher
203,دوبیتی‌ها,203,دوبیتی شمارهٔ ۲۰۳,"بهارم بی خزان ای گلبن مو / چه غم کنده ببو بیخ و بن مو
برس ای سوته دل یکدم به دردم / ته ای امروز دل تازه کن مو
",2,dobeyti,babataher
204,دوبیتی‌ها,204,دوبیتی شمارهٔ ۲۰۴,"امان از اختر شوریدهٔ مو / فغان از بخت برگردیدهٔ مو
فلک از کینه ورزی کی گذاره / رود خون از دل غمدیدهٔ مو
",2,dobeyti,babataher
205,دوبیتی‌ها,205,دوبیتی شمارهٔ ۲۰۵,"نوای ناله غم اندوته دونو / عیار قلب خالص بوته دونو
بوره سوته دلان واهم بنالیم / که قدر سوته دل دلسوته دونو
",2,dobeyti,babataher
206,دوبیتی‌ها,206,دوبیتی شمارهٔ ۲۰۶,"مکن کاری که پا بر سنگت آیو / جهان با این فراخی تنگت آیو
چو فردا نامه خوانان نامه خونند / تو وینی نامهٔ خود ننگت آیو
",2,dobeyti,babataher
207,دوبیتی‌ها,207,دوبیتی شمارهٔ ۲۰۷,"بی ته اشکم ز مژگان تر آیو / بی ته نخل امیدم نی بر آیو
بی ته در کنج تنهائی شب و روز / نشینم تا که عمرم بر سر آیو
",2,dobeyti,babataher
208,دوبیتی‌ها,208,دوبیتی شمارهٔ ۲۰۸,"شبی کان نازنینم در بر آیو / گذشته عمرم از نو بر سر آیو
همه شو دیدهٔ مو تا سحرگاه / بره باشد که یارم از در آیو
",2,dobeyti,babataher
209,دوبیتی‌ها,209,دوبیتی شمارهٔ ۲۰۹,"بدل چون یادم از بوم و بر آیو / سر شگم بیخود از چشم تر آیو
از آن ترسم من بر گشته دوران / که عمرم در غریبی بر سر آیو
",2,dobeyti,babataher
210,دوبیتی‌ها,210,دوبیتی شمارهٔ ۲۱۰,"خوش آن ساعت که یار از در آیو / شو هجران و روز غم سر آیو
زدل بیرون کنم جانرا بصد شوق / همی واجم که جایش دلبر آیو
",2,dobeyti,babataher
211,دوبیتی‌ها,211,دوبیتی شمارهٔ ۲۱۱,"غم عشق تو کی بر هر سر آیو / همائی کی به هر بوم و بر آیو
زعشقت سرفرازان کامیابند / که خور اول به کهساران بر آیو
",2,dobeyti,babataher
212,دوبیتی‌ها,212,دوبیتی شمارهٔ ۲۱۲,"بی ته هر شو سرم بر بالش آیو / چو نی از استخوانم نالش آیو
شب هجران بجای اشک چشمم / ز مژگان پاره‌های آتش آیو
",2,dobeyti,babataher
213,دوبیتی‌ها,213,دوبیتی شمارهٔ ۲۱۳,"نسیمی کز بن آن کاکل آیو / مرا خوشتر ز بوی سنبل آیو
چو شو گیرم خیالش را در آغوش / سحر از بسترم بوی گل آیو
",2,dobeyti,babataher
214,دوبیتی‌ها,214,دوبیتی شمارهٔ ۲۱۴,"سحرگان که بلبل بر گل آیو / بدامان اشک چشمم گل گل آیو
روم در پای گل افغان کنم سر / که هر سوته دلی در غلغل آیو
",2,dobeyti,babataher
215,دوبیتی‌ها,215,دوبیتی شمارهٔ ۲۱۵,"صدای چاوشان مردن آیو / بگوش آوازهٔ جان کندن آیو
رفیقان میروند نوبت به نوبت / وای آن ساعت که نوبت وامن آیو
",2,dobeyti,babataher
216,دوبیتی‌ها,216,دوبیتی شمارهٔ ۲۱۶,"بیته گلشن به چشمم گلخن آیو / واته گلخن به چشمم گلشن آیو
گلم ته گلبنم ته گلشنم ته / که واته مرده را جان بر تن آیو
",2,dobeyti,babataher
217,دوبیتی‌ها,217,دوبیتی شمارهٔ ۲۱۷,"عزیزا مردی از نامرد نایو / فغان و ناله از بیدرد نایو
حقیقت بشنو از پور فریدون / که شعله از تنور سرد نایو
",2,dobeyti,babataher
218,دوبیتی‌ها,218,دوبیتی شمارهٔ ۲۱۸,"کجا بی جای ته ای بر همه شاه / که مو آیم بدانجا از همه راه
همه جا جای ته مو کور باطن / غلط گفتم غلط استغفرالله
",2,dobeyti,babataher
219,دوبیتی‌ها,219,دوبیتی شمارهٔ ۲۱۹,"غم عشقت ز گنج رایگان به / وصال تو ز عمر جاودان به
کفی از خاک کویت در حقیقت / خدا دونه که از ملک جهان به
",2,dobeyti,babataher
220,دوبیتی‌ها,220,دوبیتی شمارهٔ ۲۲۰,"غم و درد دل مو بی حسابه / خدا دونه دل از هجرت کبابه
بنازم دست و بازوی ته صیاد / بکش مرغ دلم بالله ثوابه
",2,dobeyti,babataher
221,دوبیتی‌ها,221,دوبیتی شمارهٔ ۲۲۱,"مو را درد دلم خو کرده واته / ندونی درد دل ای بیوفا ته
بوره مو سوته دل واته سپارم / ته ذونی با دل و دل ذونه با ته
",2,dobeyti,babataher
222,دوبیتی‌ها,222,دوبیتی شمارهٔ ۲۲۲,"دل مو دایم اندر ماتم ته / بدل پیوسته بی‌درد و غم ته
چه پرسی که چرا قدت ببوخم / خم قدم از آن پیچ و خم ته
",2,dobeyti,babataher
223,دوبیتی‌ها,223,دوبیتی شمارهٔ ۲۲۳,"بدنیا مو نوینم کام بی ته / بدس هرگز نگیرم جام بی ته
بلرزم روز و شو چون بید مجنون / ندارم یک نفس آرام بی ته
",2,dobeyti,babataher
224,دوبیتی‌ها,224,دوبیتی شمارهٔ ۲۲۴,"دو چشمم را ته خون پالا کنی ته / کلاه عقلم از سر وا کنی ته
اگر لیلی بپرسه حال مجنون / نظر او را سوی صحرا کنی ته
",2,dobeyti,babataher
225,دوبیتی‌ها,225,دوبیتی شمارهٔ ۲۲۵,"دلی دیرم چو مرغ پا شکسته / چو کشتی بر لب دریا نشسته
تو گویی طاهرا چون تار بنواز / صدا چون میدهد تار گسسته
",2,dobeyti,babataher
226,دوبیتی‌ها,226,دوبیتی شمارهٔ ۲۲۶,"قضا پیوسته در گوشم بواجه / که این درد دل تو بی علاجه
اگر گوهر به آبی خواهون نداری / همین این جون تو که بی رواجه
",2,dobeyti,babataher
227,دوبیتی‌ها,227,دوبیتی شمارهٔ ۲۲۷,"دلت ای سنگدل بر ما نسوجه / عجب نبود اگر خارا نسوجه
بسوجم تا بسوجانم دلت را / در آذر چوب تر تنها نسوجه
",2,dobeyti,babataher
228,دوبیتی‌ها,228,دوبیتی شمارهٔ ۲۲۸,"دلم از دست خوبان گیج و ویجه / مژه بر هم زنم خونابه ریجه
دل عاشق مثال چوب‌تر بی / سری سوجه سری خونابه ریجه
",2,dobeyti,babataher
229,دوبیتی‌ها,229,دوبیتی شمارهٔ ۲۲۹,"نذونم لوت و عریانم که کرده / خودم جلاد و بیجونم که کرده
بده خنجر که تا سینه کنم چاک / ببینم عشق بر جونم چه کرده
",2,dobeyti,babataher
230,دوبیتی‌ها,230,دوبیتی شمارهٔ ۲۳۰,"سرم چون گوی در میدان بگرده / دلم از عهد و پیمان بر نگرده
اگر دوران به نااهلان بمانه / نشینم تا که این دوران بگرده
",2,dobeyti,babataher
231,دوبیتی‌ها,231,دوبیتی شمارهٔ ۲۳۱,"شدستم پیرو برنائی نمانده / بتن توش و توانائی نمانده
بمو واجی برو آلالهٔ چین / چرا چینم که بینائی نمانده
",2,dobeyti,babataher
232,دوبیتی‌ها,232,دوبیتی شمارهٔ ۲۳۲,"مرا عشقت ز جان آذر برآره / زپیکر مشت خاکستر برآره
نهال مهرت از دل گر ببرند / هزاران شاخه دیگر برآره
",2,dobeyti,babataher
